   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	590934	215791	76125	104488	18437	21765	13187	38229	51416	488022	82.5849
Khulna	583459	200005	64759	105989	20582	29831	14382	40042	54424	475590	81.5122
Barisal	140905	43202	12756	36600	5113	8082	2669	3924	6593	112346	79.7317
Dhaka	720127	276884	74990	107503	31043	29343	12717	41169	53886	573649	79.6594
Chittagong	546769	186676	54028	105579	20455	23575	6716	26528	33244	423557	77.4654
Sylhet	61798	22551	6393	9017	1038	4559	1568	4081	5649	49207	79.6256
Rangpur	524300	191038	44781	96640	16394	22307	23817	29266	53083	424243	80.9161
Mymensingh	208285	80142	20047	33313	7297	9871	5650	8364	14014	164684	79.0667

 
