   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	463778	186165	44696	70012	12901	10232	7772	30470	38242	362248	78.1081
Khulna	496209	191157	53732	98291	14064	12006	8967	20123	29090	398340	80.2767
Barisal	136398	49240	10950	23490	3245	3633	1451	4244	5695	96253	70.5678
Dhaka	641898	251860	66362	80821	23973	7543	6815	24984	31799	462358	72.0298
Chittagong	512422	171144	42568	92988	13904	7705	3031	19827	22858	351167	68.5308
Sylhet	95367	33666	13287	10760	1831	2431	935	2588	3523	65498	68.6799
Rangpur	401768	155736	26037	79698	7945	6675	12108	18161	30269	306360	76.2530
Mymensingh	202283	83139	15392	27442	5643	4923	3504	7659	11163	147702	73.0175

 
