   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	594168	216125	76390	106491	18677	21997	13329	38712	52041	491721	82.7579
Khulna	596297	203042	67702	108503	20938	30667	14419	40727	55146	485998	81.5027
Barisal	142089	43381	12979	37301	5209	8235	2695	3971	6666	113771	80.0702
Dhaka	738455	281248	77429	111283	31267	30614	13091	42624	55715	587556	79.5656
Chittagong	523665	179394	50250	102801	19479	23055	6048	25316	31364	406343	77.5960
Sylhet	56266	20622	6022	8120	1010	4198	1444	3657	5101	45073	80.1070
Rangpur	557651	204196	47531	101403	17148	23344	26028	31168	57196	450818	80.8423
Mymensingh	208410	80333	20049	33181	7446	10060	5669	8382	14051	165120	79.2284

 
