   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	592302	214732	73319	108276	17827	23744	11245	41178	52423	490321	82.7823
Khulna	586766	193605	68388	109300	21788	32491	14515	40172	54687	480259	81.8485
Barisal	111375	32311	8039	33729	5161	6196	2314	2939	5253	90689	81.4267
Dhaka	757873	286137	77561	114675	32752	33872	13575	45607	59182	604179	79.7203
Chittagong	550438	186139	52218	110326	22565	27421	7415	26524	33939	432608	78.5934
Sylhet	43767	16200	3802	6457	979	3128	1177	2958	4135	34701	79.2858
Rangpur	539588	193845	45783	95791	17367	25273	24102	30425	54527	432586	80.1697
Mymensingh	214680	84003	19391	33006	7952	11358	6002	8904	14906	170616	79.4746

 
