   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	462881	173056	64592	78464	13197	13785	9161	30492	39653	382747	82.6880
Khulna	419688	145857	47601	75037	16793	19669	11894	24453	36347	341304	81.3233
Barisal	128315	37729	11344	32397	4206	6369	2139	3683	5822	97867	76.2709
Dhaka	611978	229850	64203	88806	26298	20190	18171	31854	50025	479372	78.3316
Chittagong	327634	113162	29135	70053	10093	12375	3962	12506	16468	251286	76.6972
Sylhet	51891	16789	6934	6228	720	4591	1346	2683	4029	39291	75.7183
Rangpur	372676	142927	32041	64134	11473	13520	17438	20734	38172	302267	81.1072
Mymensingh	171830	67337	17754	27127	5094	6345	4716	7128	11844	135501	78.8576

 
