   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	547696	210571	72811	89804	13782	10754	9895	32884	42779	440501	80.4280
Khulna	550963	209069	66372	96897	16317	14465	10630	26101	36731	439851	79.8331
Barisal	145055	45095	11846	35801	3552	5682	2018	4647	6665	108641	74.8964
Dhaka	389271	159330	44627	55874	13632	6534	4049	16447	20496	300493	77.1938
Chittagong	552552	198574	51936	107777	16030	11082	4138	23634	27772	413171	74.7750
Sylhet	71101	26316	9831	7747	1217	2304	1401	2405	3806	51221	72.0398
Rangpur	380750	157366	31539	72777	8207	7482	16146	17937	34083	311454	81.8001
Mymensingh	169974	66676	19839	23072	7738	4110	3758	6727	10485	131920	77.6119

 
