   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	387597	156823	45349	65520	10036	11324	8070	26850	34920	323972	83.5848
Khulna	409827	143518	45297	74827	15711	15458	11606	21460	33066	327877	80.0038
Barisal	146514	44495	11534	37635	4050	6676	2806	3985	6791	111181	75.8842
Dhaka	512021	194639	62021	79970	21441	13360	6359	25249	31608	403039	78.7153
Chittagong	453078	163195	45748	105052	15601	12897	6153	19719	25872	368365	81.3028
Sylhet	10620	153	232	178	4	0	0	0	0	567	5.3390
Rangpur	383417	144917	31304	70928	9944	10395	17691	18516	36207	303695	79.2075
Mymensingh	141683	39675	12062	15255	2298	3045	2142	3303	5445	77780	54.8972

 
