   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	537208	197885	48127	78532	12978	9446	8343	31444	39787	386755	71.9935
Khulna	534115	202097	60009	96804	14404	10477	8567	22579	31146	414937	77.6868
Barisal	142802	48181	9978	30492	3294	3843	1584	4332	5916	101704	71.2203
Dhaka	662745	274365	80737	93318	23150	7673	7022	26527	33549	512792	77.3740
Chittagong	525137	178285	43516	97946	14419	9292	3365	21545	24910	368368	70.1470
Sylhet	94610	32575	13100	10727	1858	2638	1038	2688	3726	64624	68.3057
Rangpur	400999	156035	27034	87982	8407	6530	13238	18445	31683	317671	79.2199
Mymensingh	169487	71426	14747	23666	4527	3502	2685	6249	8934	126802	74.8152

 
