   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	465224	185268	61304	75617	12154	10162	8838	28861	37699	382204	82.1548
Khulna	436173	154483	56653	79357	15109	15376	11970	22307	34277	355255	81.4482
Barisal	147995	45675	11701	36092	3938	6427	2293	4884	7177	111010	75.0093
Dhaka	609876	237258	77051	89988	23074	12232	10833	26401	37234	476837	78.1859
Chittagong	454314	161675	45920	101153	14907	10864	5425	20559	25984	360503	79.3511
Sylhet	63678	24770	9347	8206	1224	2712	1300	2515	3815	50074	78.6363
Rangpur	337149	131231	26545	61477	6932	7485	16692	17499	34191	267861	79.4488
Mymensingh	164231	65837	14837	27748	5451	5232	3846	7233	11079	130184	79.2688

 
