   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	455540	182590	36670	68303	10335	9692	6748	29500	36248	343838	75.4792
Khulna	468903	175015	45643	92657	12483	11943	6665	19560	26225	363966	77.6207
Barisal	112137	33574	6279	27096	2680	3067	1034	3213	4247	76943	68.6152
Dhaka	685363	298999	62052	84171	19426	8114	5394	25741	31135	503897	73.5226
Chittagong	493908	162403	35362	82087	13901	7296	2341	17354	19695	320744	64.9400
Sylhet	86017	27964	11090	9584	1786	1942	672	1972	2644	55010	63.9525
Rangpur	230636	97050	15223	36451	3711	3981	7383	10241	17624	174040	75.4609
Mymensingh	221446	84136	13721	36598	6350	6138	3659	8633	12292	159235	71.9069

 
