   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	588792	214624	75623	104624	18373	21606	13085	38052	51137	485987	82.5397
Khulna	590187	202402	65665	108184	20558	29672	14406	40352	54758	481239	81.5401
Barisal	134255	40225	12346	35754	4930	7664	2499	3552	6051	106970	79.6767
Dhaka	722377	275760	75168	108820	30870	29756	12802	41931	54733	575107	79.6131
Chittagong	535459	181805	53211	104015	20375	23107	6662	26165	32827	415340	77.5671
Sylhet	61397	22402	6289	8879	945	4559	1551	4032	5583	48657	79.2498
Rangpur	547390	198213	46903	103441	16717	22441	25189	29541	54730	442445	80.8281
Mymensingh	208201	80014	19958	33282	7230	9753	5642	8747	14389	164626	79.0707

 
