   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	527384	207037	61024	83405	12537	8888	8320	30721	39041	411932	78.1086
Khulna	537297	206560	63037	96196	14255	10296	8865	23354	32219	422563	78.6461
Barisal	143540	48559	10882	30065	3115	3957	1631	4385	6016	102594	71.4742
Dhaka	674474	265287	74387	89800	19916	6558	6665	24363	31028	486976	72.2009
Chittagong	516028	176978	43751	95738	13813	8179	3218	20847	24065	362524	70.2528
Sylhet	95788	33478	13471	10859	1892	2732	1079	2974	4053	66485	69.4085
Rangpur	370686	144669	26785	75616	7445	5526	13932	17280	31212	291253	78.5714
Mymensingh	151849	62657	12526	20607	3103	2656	2203	5622	7825	109374	72.0281

 
