   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	460511	183331	60380	75031	11378	9337	8541	29226	37767	377224	81.9142
Khulna	476974	172133	63369	84802	14838	15734	11933	25193	37126	388002	81.3466
Barisal	139064	42996	11215	35229	3594	5749	1991	4595	6586	105369	75.7701
Dhaka	602910	231087	75417	87930	22360	11183	9992	25321	35313	463290	76.8423
Chittagong	473362	165603	45679	93923	15088	10359	4310	21081	25391	356043	75.2158
Sylhet	17996	8720	2554	2143	397	574	235	875	1110	15498	86.1191
Rangpur	241527	97860	17931	39927	5202	5232	13292	14487	27779	193931	80.2937
Mymensingh	174601	70525	19243	26129	4682	4726	4059	7468	11527	136832	78.3684

 
