   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	318614	129975	29671	56231	9768	8514	7331	17805	25136	259295	81.3822
Khulna	489234	168866	60161	90036	16303	16038	11819	27371	39190	390594	79.8379
Barisal	90367	22839	5319	29017	3101	3019	1433	2185	3618	66913	74.0458
Dhaka	629962	187420	65124	78898	19756	11776	9698	23081	32779	395753	62.8217
Chittagong	467957	166669	46663	103753	15432	12046	5954	21108	27062	371625	79.4143
Sylhet	52492	17662	7602	6335	767	2317	1362	2197	3559	38242	72.8530
Rangpur	277129	111649	22885	47168	6838	6897	12960	13828	26788	222225	80.1883
Mymensingh	194558	77424	21042	28991	4962	5721	4570	8011	12581	150721	77.4684

 
