   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	531823	210052	64519	84077	14013	9487	8658	31191	39849	421997	79.3491
Khulna	538473	206333	63962	98102	15206	11284	9122	22800	31922	426809	79.2628
Barisal	144306	46515	11492	33068	3244	4604	1812	4659	6471	105394	73.0351
Dhaka	703742	282619	77679	94755	22061	7661	7232	26524	33756	518531	73.6820
Chittagong	517673	182297	46348	97977	14242	8964	3353	21083	24436	374264	72.2974
Sylhet	88383	32732	12407	10288	1571	2440	917	2746	3663	63101	71.3950
Rangpur	382430	154099	29956	74722	7620	5913	14297	17127	31424	303734	79.4221
Mymensingh	181483	71595	16386	22888	6781	3703	3303	6461	9764	131117	72.2475

 
