   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	434809	168860	38542	73475	11786	10396	7029	29175	36204	339263	78.0258
Khulna	421404	156834	44023	87937	13193	10265	6935	16339	23274	335526	79.6210
Barisal	71936	25809	6554	10549	1880	2903	839	2767	3606	51301	71.3148
Dhaka	554394	210311	52221	75998	17382	7278	5940	20295	26235	389425	70.2434
Chittagong	460193	152975	38163	82703	11988	7510	2511	15555	18066	311405	67.6683
Sylhet	81548	27607	10740	9009	1772	1837	744	2103	2847	53812	65.9881
Rangpur	290861	112328	18033	65321	5720	5568	10484	14258	24742	231712	79.6642
Mymensingh	205442	81406	14941	31362	5594	7723	3272	7788	11060	152086	74.0287

 
