   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	464280	186742	43852	70735	12892	10279	7924	30461	38385	362885	78.1608
Khulna	517805	201059	57053	102744	14504	11439	8682	20682	29364	416163	80.3706
Barisal	137341	49756	9459	25771	3251	3674	1461	4262	5723	97634	71.0887
Dhaka	676556	263632	68835	88312	22151	7878	7116	26336	33452	484260	71.5772
Chittagong	509488	170758	42591	93371	14190	7581	3124	19935	23059	351550	69.0006
Sylhet	96670	33860	13461	10735	1857	2425	943	2648	3591	65929	68.2001
Rangpur	400992	157187	27703	78815	7991	6612	12159	18195	30354	308662	76.9746
Mymensingh	195875	77968	14840	26557	5658	4781	3407	7544	10951	140755	71.8596

 
