   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	582496	212215	72291	103451	18198	20338	12614	37037	49651	476144	81.7420
Khulna	573887	198894	63527	104460	19945	28821	14460	39044	53504	469151	81.7497
Barisal	131459	39469	11971	34848	4777	7199	2402	3476	5878	104142	79.2201
Dhaka	676056	256946	71389	101241	29295	26328	11452	37672	49124	534323	79.0353
Chittagong	498956	168661	50563	93323	18562	19585	6097	23967	30064	380758	76.3109
Sylhet	60746	22285	6425	9363	1278	4997	1529	3954	5483	49831	82.0317
Rangpur	510286	187319	42951	96726	15522	19896	23446	26486	49932	412346	80.8068
Mymensingh	206875	80464	20005	33309	6909	9155	5623	8604	14227	164069	79.3083

 
