   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	541628	213499	71643	89163	13606	10462	9742	32468	42210	440583	81.3442
Khulna	571574	217658	67934	103723	17453	14383	10733	28152	38885	460036	80.4858
Barisal	144664	45124	11897	35974	3528	5687	1977	4548	6525	108735	75.1638
Dhaka	731452	289264	79545	98173	23925	10940	8013	33075	41088	542935	74.2270
Chittagong	554913	198769	50722	106959	15898	10833	4096	23568	27664	410845	74.0377
Sylhet	71051	26272	9685	7699	1215	2300	1381	2371	3752	50923	71.6711
Rangpur	402359	164441	32327	73961	8230	7654	16364	18161	34525	321138	79.8138
Mymensingh	167576	64967	17931	26972	4632	4327	3541	6860	10401	129230	77.1172

 
