   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	420677	158234	55675	70415	11560	13555	8087	26391	34478	343917	81.7532
Khulna	361560	124766	41213	64126	14200	17186	11170	19240	30410	291901	80.7338
Barisal	131102	38817	11637	32905	4343	6513	2251	3806	6057	100272	76.4840
Dhaka	616654	234022	63816	88971	26408	20106	18159	32517	50676	483999	78.4879
Chittagong	278916	97139	26504	55753	9873	10185	2245	13689	15934	215388	77.2233
Sylhet	51831	16921	6843	6092	724	4678	1349	2698	4047	39305	75.8330
Rangpur	274349	104055	23449	49605	9950	10486	11875	12892	24767	222312	81.0326
Mymensingh	184356	72194	18425	29148	5693	6823	5010	7410	12420	144703	78.4911

 
