   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	380028	144453	59779	62629	10698	11927	7485	22508	29993	319479	84.0672
Khulna	431232	148080	54671	78436	15971	17074	11356	22252	33608	347840	80.6619
Barisal	133593	40161	10507	35757	3598	5736	2232	4022	6254	102013	76.3610
Dhaka	631976	245266	70415	91312	25118	16852	16216	30838	47054	496017	78.4867
Chittagong	435485	155416	44438	100743	15411	12698	5091	20198	25289	353995	81.2875
Sylhet	47201	15140	6931	5851	660	3223	1201	2165	3366	35171	74.5133
Rangpur	322494	122849	26517	58159	9627	9940	15215	17586	32801	259893	80.5885
Mymensingh	180054	69263	19198	28872	5210	6043	4658	7099	11757	140343	77.9449

 
