   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	316527	117476	48985	54964	7773	7678	4409	20154	24563	261439	82.5961
Khulna	326378	111872	37974	56971	12861	16306	10008	17683	27691	263675	80.7882
Barisal	121237	35302	11065	31417	3929	5642	2093	3352	5445	92800	76.5443
Dhaka	529697	207944	51528	70500	20970	17154	16486	27951	44437	412533	77.8809
Chittagong	140390	44285	14704	31079	4799	5952	1067	5546	6613	107432	76.5240
Sylhet	28723	8224	3987	4049	399	2505	778	1870	2648	21812	75.9391
Rangpur	338812	129810	32055	57066	10751	12318	14061	18275	32336	274336	80.9700
Mymensingh	184298	72339	18653	29037	5813	6918	5052	7438	12490	145250	78.8126

 
