   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	621046	224424	77311	110386	19484	24961	13878	42322	56200	512766	82.5649
Khulna	598767	200360	69208	108834	21789	33072	14606	41269	55875	489138	81.6909
Barisal	137989	43392	12847	35633	5360	7623	2577	3836	6413	111268	80.6354
Dhaka	748374	283846	77461	113586	32329	33303	13380	44843	58223	598748	80.0065
Chittagong	557998	188609	53909	111091	22578	27720	7517	26445	33962	437869	78.4714
Sylhet	51451	18040	4766	7523	1085	3842	1462	3576	5038	40294	78.3153
Rangpur	526261	191117	44793	90050	16969	24332	23424	30389	53813	421074	80.0124
Mymensingh	214673	83756	19413	33070	8023	11240	6004	8874	14878	170380	79.3672

 
