   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	328832	127159	46492	55429	8382	6498	5970	22396	28366	272326	82.8161
Khulna	438963	151481	54204	81353	14374	14950	11146	24197	35343	351705	80.1218
Barisal	90386	22960	5402	29067	3153	3074	1437	2190	3627	67283	74.4396
Dhaka	662429	257337	80236	97196	23439	14313	13310	30142	43452	515973	77.8911
Chittagong	452134	161352	43764	102482	15005	11915	5935	20507	26442	360960	79.8347
Sylhet	0	189	173	190	8	0	0	0	0	560	NULL
Rangpur	383968	149721	31630	66816	8719	9011	17061	18136	35197	301094	78.4164
Mymensingh	141456	57415	17599	19895	4070	4515	3530	5856	9386	112880	79.7987

 
