   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:37
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	541685	199574	64692	97468	17505	19968	12181	37668	49849	449056	82.8998
Khulna	563661	194038	64322	100086	21656	28289	13861	37496	51357	459748	81.5646
Barisal	130684	39169	12324	34083	4552	6809	2339	3457	5796	102733	78.6118
Dhaka	643667	244866	68180	97682	28722	24136	19460	35907	55367	518953	80.6245
Chittagong	500944	173316	49114	100543	18612	18660	5993	23473	29466	389711	77.7953
Sylhet	60954	21231	6764	9080	1124	5005	1507	3937	5444	48648	79.8110
Rangpur	482122	179187	40484	90675	14759	17991	22858	24812	47670	390766	81.0513
Mymensingh	176702	71768	14542	30365	6378	7841	5201	7885	13086	143980	81.4818

 
