   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	541152	213299	71253	88442	13482	10297	9600	32130	41730	438503	81.0314
Khulna	30514	13042	1785	5234	1088	664	203	2502	2705	24518	80.3500
Barisal	129820	38146	11626	32728	3434	4936	1718	4001	5719	96589	74.4022
Dhaka	733689	275266	78760	93119	24439	9365	8036	26848	34884	515833	70.3068
Chittagong	550921	197314	50636	106186	15765	10661	4019	23346	27365	407927	74.0446
Sylhet	71048	26304	9683	7686	1216	2170	1360	2364	3724	50783	71.4770
Rangpur	375844	157942	30705	72461	8035	7399	15829	17307	33136	309678	82.3954
Mymensingh	188991	72693	22225	30194	4684	5650	3839	7226	11065	146511	77.5227

 
